,url,title,article,date,publisher,trust,avg_score
13306,https://niburu.co/12547,"De Levensenergie, ook wel geest of innerlijke ziel, schenkt ons het leven.","Waar komen we vandaan, waar gaan we naartoe en hebben we eigenlijk wel een vrije wil of is alles al van tevoren voorbestemd?[0] 
Onze levensenergie, onze geest, onze innerlijke ziel, komt voort uit de externe ziel en is slechts een fractie van de externe ziel.[5] 
We hebben de afgelopen weken een aantal artikelen gepubliceerd over andere dimensies en hoe wij soms per ongeluk in een andere terechtkomen, maar ook andersom.[4]
Als reactie daarop heeft een lezer het volgende relaas geschreven (dank!) dat we onze bezoekers niet willen onthouden, dus bij deze:Het verschijnen van geesten, ook wel spoken genoemd, is een heel bekend fenomeen.[4] 
En dat is zo oud als de mensheid.[3] 
Er is gelukkig heel veel literatuur beschikbaar.[1] 
In de esoterische boekhandel is het aanbod groot.[1]
En iedere fatsoenlijke bibliotheek heeft zeker een flink aantal boeken over deze materie.[3] 
Het komt regelmatig voor, dat de geest van overledenen wordt waargenomen.[4] 
De geest van de overledenen kan zich blijkbaar onder bepaalde omstandigheden manifesteren.[5]",22-12-2017,niburu,untrusted,3.33
7526,www.trouw.nl/home/welkom-app-de-nieuwe-wijkverpleegkundige~a86f38bf/,"Welkom app, de nieuwe wijkverpleegkundige","Hoeveel zou het niet schelen als patiënten na een zware operatie gelijk naar huis zouden kunnen, waar een smartphone - in plaats van onderbezette verpleging - hen in de gaten houdt?[0] Initiatieven zijn er legio, zorgverzekeraars zien er brood in.[1]
Verpleegkunde en slimme algoritmes zijn geen woorden die vaak in een zin vallen, maar daar komt verandering in.[1] 
Apps en rekenprogramma's kloppen aan de deur van de verpleegzaal, zodat peilen of iemand er lichamelijk op achteruitgaat er binnenkort heel anders uit kan zien.[1] 
Na een zware operatie hoef je namelijk helemaal niet een week of langer in een ziekenhuisbed te liggen zodat verplegers kunnen zien hoe je herstelt.[1] 
Je smartphone kan dat ook, de techniek daarvoor is er al.[1] 
Wat nu nodig is: een eenduidig ICT-systeem voor de hele rits aan betrokken behandelaars.[0]
Maar dan heb je ook wat.[0]
Want stel nou dat een pleister vol meet-apparatuur gedurende de dag peilt hoe regelmatig de hartslag erbij staat.[0] 
Dat die hartslag, samen met de gemeten lichaamstemperatuur en ademhaling, voedsel is voor een zorgapp op de telefoon, die een seintje geeft aan de arts of wijkverpleging als de lichaamswaarden stilletjes achteruitgaan.[0] ",2018-05-31,trouw,trusted,1
23595,www.parool.nl/voorpagina/-amsterdam-blijft-de-onveiligste-stad-van-het-land~a535e98e/,Amsterdam blijft de onveiligste stad van het land',"Hoewel de veel voorkomende criminaliteit daalde met 8 procent, is Amsterdam nog steeds de onveiligste stad van het land.[1]
Toch daalt de veel voorkomende criminaliteit sterker in grote steden dan op het platteland, constateert het AD in zijn jaarlijkse Misdaadmeter, die vrijdag verschijnt.[1] 
Volgens de Misdaadmeter steeg het aantal aangiftes van misdrijven als inbraken, diefstal, berovingen en mishandelingen juist in meer dan de helft van de kleine gemeenten (tot 10.000 inwoners).[1] 
De crimineel trekt naar het platteland, luidt de slotsom van de analyse van de misdaadcijfers.[1] 
Ondanks de soms forse dalingen op het terrein van autodiefstallen, straatroven en woninginbraken (-12 procent) blijven geweldsmisdrijven relatief hardnekkig.[1] 
Die namen slechts met 3 procent af.[1] 
In 167 gemeenten werden zelfs méér mishandelingen gemeld.[1] 
De Misdaadmeter wijst Amsterdam opnieuw als onveiligste stad aan.[1]
De veel voorkomende criminaliteit daalde met 8 procent, maar die afname was onvoldoende om die eerste plaats over te doen aan Eindhoven (2), Rotterdam (3), Gouda (4) of Arnhem (5).[1] 
In Eindhoven daalde de criminaliteit slechts met 0,2 procent.[1] ",2017-05-19,parool,trusted,1
21014,https://www.dlmplus.nl/2021/02/17/viruswaarheid-brengt-rutte-opnieuw-slag-toe-rechter-redt-voorlopig-demissionaire-dictatuur/,"Viruswaarheid brengt Rutte opnieuw slag toe, rechter redt voorlopig demissionaire dictatuur","Viruswaarheid heeft op dinsdag 16 februari het kort geding tegen de Staat gewonnen.[1] 
Enkele uren later lukt het de Staat om in beroep te gaan.[1]
‘s Avonds rond het tijdstip waarop de avondklok ingaat doet de beroepsrechter uitspraak op het verzoek om uitstel.[1] 
Even leek het alsof de rechterlijke macht werkelijk onafhankelijk is, totdat in recordtijd beroep kon worden ingesteld.[3] 
We zetten de wonderlijke gebeurtenissen van deze dag op een rijtje, van een land onder demissionair dictatoriaal juk.[5] 
Het is niet zeker of Jeroen Pols en Willem Engel ooit de geschiedenisboeken zullen ingaan als redders van de vrijheid in coronatijd, maar in elk geval krijgen ze bij veel vrijheidslievende medelanders een heilige status.[2]
In het kort geding aangespannen door de stichting Viruswaarheid tegen de overheid eist de stichting dat Rutte zijn avondklok per direct inslikt.[1] 
De kortgedingrechter gaat daarin mee op de historische dinsdagochtend van 16 februari 2021.[1] 
Hij doet de volgende uitspraak.[0] 
De rechter vindt het onjuist dat de avondklok is gebaseerd op de Wet buitengewone bevoegdheden burgerlijk gezag, omdat er geen bijzondere spoedeisendheid is, die noodzakelijk is om deze wet te mogen toepassen.[1]",17-2-2021,dlmplus,untrusted,1.78
19644,https://www.ninefornews.nl/burger-bloeden-graden-afkoeling/,"De burger moet bloeden voor 0,0003 graden afkoeling. Is het kabinet nu hélemaal gek geworden?","Trouw-columnist Sylvain Ephimenco heeft zich uitgebreid verdiept in het Klimaatakkoord, waar een meerderheid in de Tweede Kamer zich achter heeft geschaard.[1] 
Hij merkt op dat er een verschil is tussen het voorgenomen dictaat van het Klimaatakkoord en een democratie die zichzelf enigszins respecteert.[0] 
Burgers hebben het recht om hun stem te laten horen, aldus Ephimenco.[0] 
Gewone burgers die enkele tienduizenden euro’s bruto per jaar verdienen zullen veel gaan merken van de aanstaande energietransitie.[1] 
Ecopaus Ed Nijpels, die in nevenfuncties grossiert en zijn woonboerderij voor 2,4 miljoen euro te koop zette, merkt daar weinig tot niets van, stelt de columnist.[0] 
“Dit Klimaatakkoord oogt als de gratuite provocatie van gearriveerde Groene Khmers die niets van de gele hesjes-revolutie bij de buren willen leren,” schrijft hij.[0] 
Hij vindt daarom dat de overheid een nationale discussie moet organiseren die wordt afgesloten door een bindend referendum.[0] 
Toen premier Rutte de vraag kreeg waarom Nederland zo snel klimaatmaatregelen moet nemen, terwijl de uitstoot in de VS, India en China alleen maar toeneemt, ontweek hij de vraag en zei hij dat Emmanuel Macron zijn grootste partner is voor CO2-reductie.[1] 
“Kennelijk leest de premier geen kranten,” zegt Ephimenco, refererend aan de protesten van de gele hesjes.[0] 
Hij benadrukt dat Nederland verantwoordelijk is voor slechts 0,35 procent van de wereldwijde CO2-uitstoot.[4] ",2018-12-28,ninefornews,untrusted,1.75
1300,https://nos.nl/artikel/2361500-geen-sprake-van-coronadip-huizenprijzen-opnieuw-gestegen.html,Geen sprake van coronadip; huizenprijzen opnieuw gestegen,"Ondanks de coronacrisis blijven de Nederlandse huizenprijzen stijgen.[1] 
Volgens het Centraal Bureau voor de Statistiek (CBS) waren koopwoningen in november van dit jaar bijna 9 procent duurder dan het jaar ervoor.[1]
Daarmee was de prijsstijging iets minder groot dan in oktober, toen de huizenprijzen het sterkst stegen in bijna twee jaar.[1] 
Doordat de hypotheekrente nog altijd erg laag is, bieden kopers flink tegen elkaar op en hebben met name starters grote moeite om een huis te bemachtigen.[1] 
Gemiddeld werden huizen voor 344.000 euro verkocht.[1] 
Dat is een iets lager bedrag dan in oktober, toen de gemiddelde verkoopprijs net boven de 350.000 euro lag.[1]
Er werden vorige maand in totaal 18.449 huizen en appartementen verkocht, registreerde het Kadaster.[1] 
Dat is bijna 1 procent meer dan een jaar eerder.[1] 
In de eerste elf maanden van dit jaar kregen 209.000 huizen een andere eigenaar.[1] 
Dat komt neer op een toename van bijna 7 procent in vergelijking met dezelfde periode in 2019.[1] ",2020-12-21,nos,trusted,1
4901,www.volkskrant.nl/nieuws-achtergrond/agenten-bezorgd-over-privacy-uniform-nog-steeds-thuis-bezorgd~bfdc9c70/,Agenten bezorgd over privacy: uniform nog steeds thuis bezorgd,"Politieagenten maken zich zorgen over hun privacy omdat politiekleding nog altijd wordt thuisbezorgd.[1]
Bezorgers weten daardoor waar agenten wonen, hun gegevens liggen bij een commerciële bezorgdienst.[1] 
Ook worden kledingpakketten in sommige gevallen bij buren afgeleverd of voor de deur gelegd.[1] 
Dat blijkt uit klachten van politieagenten op het landelijke intranet en in Amsterdam.[1]
Tot 1 juli loopt een proef waarbij de 130 duizend politiepakketten worden afgeleverd door de speciale pakketdienst Mikropakket, een dochterbedrijf van PostNL.[1] 
Dit na een reeks van incidenten.[0] 
In 2016 raakten 41 kledingpakketten kwijt, bleek uit onderzoek van het AD.[1] 
Ook kwamen politie-uniformen in handen van criminelen.[1] 
In Amsterdam werd een kledingpakket bij een agent thuis afgeleverd door een crimineel uit de top-600.[1] 
De bezorger herkende de politieagent vervolgens.[0]",2018-05-07,vk,trusted,1
23045,https://www.telegraaf.nl/vrouw/1711449384/ludy-54-daarom-stem-ik-op-de-christen-unie,Ludy (54): ’Dáárom stem ik op… de ChristenUnie’,"We tellen af tot de verkiezingen.[0] 
Om inzicht te krijgen in wat lezers beweegt om te stemmen op hun voorkeurspartij spreken we elke dag een vrouw die vertelt waarom ze op welke partij stemt.[0] 
Vandaag Ludy Ruiten (54, vrijwilliger bij een taalproject op Urk en bestuurslid van een zorgboerderij) die op de ChristenUnie stemt.[0] 
„Ik ben zelf christelijk en dat is voor mij één van de belangrijkste redenen om op de ChristenUnie te stemmen.[0] 
Ik woon op Urk samen met mijn man (54) en ik heb 4 kinderen en 2 kleinkinderen.[0] 
Op Urk is het standpunt waardig ouder worden heel belangrijk en ook ik sta hier volledig achter.[0] 
Ik vind het belangrijk dat ouderen liefdevolle aandacht krijgen en gewaardeerd worden om wie ze zijn.[0] 
Ik vind het ook belangrijk dat ouderen mee kunnen blijven doen in de samenleving.[0] 
Ik ben absoluut tegen euthanasie en ik vind ook dat ouderen op genoeg andere manieren geholpen kunnen worden.[0]
Zolang we maar voor elkaar blijven zorgen.”[0]",10-3-2021,telegraaf,trusted,0
15770,https://niburu.co/15333,Vernietiging christendom ligt op schema,"Het werkelijke doel van de covid-19 hoax is dat er een transitie gemaakt zal worden naar een nieuwe wereldorde.[5]
In die nieuwe wereldorde is geen plaats voor het christendom met als gevolg dat er alles aan gedaan zal worden om deze religie uit te roeien.[5] 
Wij bevinden ons nu in de eerste fase van de overgang naar een nieuwe wereld.[5] 
Een wereld waarbij zo goed als alles wat voor ons tot voor kort normaal was zal verdwijnen.[5]
Zoals we dagelijks zien is een onderdeel daarvan de verneitiging van alles wat ons dierbaar is, van een normaal gezinsleven tot normen, waarden, geschiedenis, cultuur, de blanke man en in dat rijtje hoort ook het christendom thuis.[5]
In de door de satanische sekte geplande New World Order, is geen plaats voor het christendom, ook niet voor andere religies, maar de focus ligt nu primair op het christendom en daar is een goede reden voor.[5]
Ze hebben ons dit al lang van te voren laten weten, in dit geval via Protocol 14:Zodra wij de wereldheerschappij verkregen hebben. zullen wij geen ander geloof dulden dan dat aan onzen enen god (satan), met wiens ons lot verbonden is, omdat wij het ingewijde en 'geïllumineerde' volk zijn en omdat door onzen God ons lot met dat van de gehele wereld samenhangt.[5] 
Op dezen grond moeten wij alle andere religies vernietigen.[5]
Voor meer achtergrondinformatie over de Protocollen van de Wijzen van Sion/Zion, verwijzen wij naar dit eerdere artikel.[0]
De (christelijke) wereld werd de afgelopen week opgeschrikt door een merkwaardige beslissing:Een omstreden beslissing van de Turkse Raad van State heeft de museumstatus van de 6de-eeuwse iconische kathedraal Hagia Sophia in Istanboel vernietigd, waardoor het gebouw in feite een moskee wordt.[1]",16-7-2020,niburu,untrusted,4.56
19074,https://www.ninefornews.nl/great-reset-in-hogere-versnelling-paus-en-rothschild-presenteren-raad-voor-inclusief-kapitalisme/,Great Reset in hogere versnelling: paus en Rothschild presenteren ‘Raad voor Inclusief Kapitalisme’,"Deze week is de Raad voor Inclusief Kapitalisme met het Vaticaan, kortweg ‘de Raad’, gelanceerd onder leiding van paus Franciscus.[1] 
Het gaat om een ‘historisch nieuw partnerschap tussen enkele van ’s werelds grootste investeerders, bedrijven en het Vaticaan’.[1] 
Met de oprichting van de Raad ‘wordt de urgentie benadrukt om gezamenlijk het kapitalisme te hervormen tot een krachtig mechanisme voor het welzijn van de mensheid op basis van morele verantwoordelijkheid en marktvereisten’.[1] 
De Raad nodigt bedrijven uit om ‘een economische basis voor de wereld te leggen die eerlijker, inclusiever en duurzaam is’.[1] 
De Raad wordt geleid door een groep wereldleiders, ‘Hoeders van inclusief kapitalisme’ genoemd, die jaarlijks een ontmoeting hebben met paus Franciscus.[1]
De leiders vertegenwoordigen meer dan 10,5 biljoen dollar aan beheerd vermogen.[1] 
Oprichter van de Raad is niemand minder dan Lynn Forester de Rothschild.[1] 
“Deze Raad zal de waarschuwing van paus Franciscus volgen om te luisteren naar de noodkreet van de aarde en de noodkreet van de armen, en tegemoetkomen aan de eisen van de samenleving voor een rechtvaardiger en duurzamer groeimodel,” zei De Rothschild, die ook één van de Hoeders is.[1]
De lijst met Hoeders bevat enkele opmerkelijke namen.[0] 
We komen onder meer Kenneth Frazier tegen, algemeen directeur van farmareus Merck.[1] ",2020-11-12,ninefornews,untrusted,1
482,https://nos.nl/artikel/362218-poollicht-uranus-gekiekt.html,Poollicht Uranus gekiekt,"Voor het eerst is vanaf de aarde een foto gemaakt van het poollicht op de planeet Uranus.[1] 
De Hubble-ruimtetelescoop maakte de plaatjes vorig jaar november.[1] 
Het poollicht wordt veroorzaakt door geladen deeltjes die door de zon het heelal in worden geslingerd.[1] 
Als die dankzij het magnetische veld van een planeet naar de atmosfeer worden geleid, volgt een lichtshow.[1] 
Op de foto's zijn witte vlekjes te zien van het verschijnsel.[1] 
Op Uranus duurt het poollicht slechts enkele minuten, terwijl op het aarde wel uren kan aanhouden.[1] 
De foto's werden gemaakt na een uitbarsting van de zon, vorig jaar september.[1]
De wetenschappers berekenden dat die deeltjes twee maanden later bij Uranus zouden arriveren en richtten de Hubble-telescoop op het juiste moment op de planeet.[1] 
De wetenschappers hopen dat de metingen tot meer duidelijkheid kunnen leiden over het magnetische veld rond de planeet.[1] 
Uranus is uniek in ons zonnestelsel, omdat de planeet als het ware op zijn kant ligt.[1] ",2012-04-14,nos,trusted,1
13610,https://niburu.co/14684,Je bent jezelf niet meer na een beenmergtransplantatie,"De medische wetenschap is te vergelijken met 5G want in beide gevallen doen ze dingen waarvan ze de gevolgen niet goed hebben ingeschat.... of juist wel.[5] 
Net zoals men beweert dat 5G veilig is, zo beweert men ook dat je zonder problemen een beenmergtransplantatie kunt ondergaan.[3] 
Het volgende verhaal is eigenlijk meer dan schokkend, want het heeft waarschijnlijk meer dan verregaande consequenties.[0] 
Chris Long uit de plaats Reno in de Amerikaanse staat Nevada lijdt aan leukemie en op advies van zijn artsen onderging hij een beenmergtransplantatie.[1] 
Echter, drie maanden later ontdekte men dat het DNA van Chris Long was veranderd.[2] 
Volgens het DNA was Chris Long niet langer Chris Long, maar een soort mix van de originele Chris Long en de donor van het beenmerg, een man afkomstig uit Duitsland.[1]
In eerste instantie werd alleen de DNA verandering in het bloed waargenomen, maar na 4 jaar bleek dat ook delen van zijn tong, wangen en lippen het DNA van zijn donor bevatten.[2] 
De enige lichaamsdelen die nog helemaal origineel waren, waren de rest van zijn hoofd en borsthaar.[1] 
Echter, wat helemaal schokkend was, was dat zijn zaad volledig bestond uit het DNA van zijn donor.[1]
Dit betekent uiteraard dat als hij kinderen zou verwekken deze biologisch gezien kinderen van zijn donor zouden zijn, omdat dit het DNA is dat wordt doorgegeven.[1]",21-12-2019,niburu,untrusted,1.7
1255,https://nos.nl/artikel/465287-mishandelaar-bekent-wangedrag.html,Mishandelaar bekent 'wangedrag',"Eén van de jongens die betrokken waren bij de mishandeling van een man uit Eindhoven, ""begrijpt absoluut niet hoe hij tot dit wangedrag heeft kunnen komen"".[1] 
Dat zegt zijn advocaat.[1] 
""Hij vindt het verschrikkelijk dat hij die jongen die pijn heeft berokkend, en dat hij betrokken is geweest bij iets heel verschrikkelijks.[1]
"" De mishandeling, op 4 januari, werd vastgelegd door beveiligingscamera's.[1] 
Het filmpje waarop de jongen met zeven andere daders herkenbaar in beeld was, werd duizenden keren gedeeld op sociale media.[1] 
De jongen meldde zich gisteren zelf bij de politie omdat hij volgens zijn advocaat ""al twee weken worstelde met wat hij gedaan had.""[1] 
Toen het filmpje naar buiten kwam ""was dat de druppel"".[1]
Zijn advocaat noemt hem een vredelievende jongen.[1] 
De ouders van de jongen zijn erg geschrokken, zegt de advocaat.[1] 
""Het zijn keurige mensen die het gedrag van hun zoon niet kunnen plaatsen.""[1] ",2013-01-23,nos,trusted,1
19220,https://www.ninefornews.nl/amerikaanse-war-terror-neocons/,Amerikaanse war on terror georkestreerd door zionistische neocons. Journalist haalt uit,"De Amerikaanse oorlog tegen terrorisme, die volgens sommige studies al bijna zes biljoen dollar heeft gekost en een half miljoen levens heeft geëist, is georkestreerd door zionistische neoconservatieven in de VS om moslimlanden te vernietigen.[4] 
Dat heeft een Amerikaanse schrijver en journalist gezegd.[0] 
“Het was een neoconservatieve staatsgreep, als gevolg waarvan de VS nu oneindige oorlogen moet voeren waar alleen Israël baat bij heeft,” zei dr. Kevin Barrett in een interview met Press TV.[0] 
“Deze staatsgreep is georkestreerd door Israel First-neoconservatieven en oorlogshaviken binnen het Amerikaanse militaire establishment,” vervolgde de journalist.[0] 
Recente studies hebben de verwoestende gevolgen van de zogenaamde oorlog tegen terrorisme onderschat, klonk het.[0] 
Minstens een half miljoen mensen kwamen om in Afghanistan, Irak en Pakistan als gevolg van de Amerikaanse war on terror, blijkt uit een onderzoek van de Brown University.[1] 
De strijd tegen terrorisme werd door oud-president George W. Bush geïntroduceerd als antwoord op de aanslagen van 11 september 2001.[1] 
De onderzoekers benadrukten dat het cijfer waarschijnlijk niet overeenkomt met het werkelijke dodental, vanwege de grote onzekerheid bij dodentelling tijdens een oorlog.[1] 
Ze concluderen dat de war on terror hoogstwaarschijnlijk nog veel meer slachtoffers eiste.[1]
Zo kwamen tienduizenden burgers om in steden als Mosul, maar hun lichamen werden nooit gevonden.[1] ",2018-11-18,ninefornews,untrusted,1.5
5604,www.volkskrant.nl/nieuws-achtergrond/waarom-een-toenemend-aantal-ontwikkelingsorganisaties-het-werkveld-naar-nederland-verlegt~b2e64648/,Waarom een toenemend aantal ontwikkelingsorganisaties het werkveld naar Nederland verlegt,"Ontwikkelingshulp, dat is toch iets voor verre streken?[0]
Een toenemend aantal hulporganisaties verlegt het terrein naar eigen land.[1] 
Want ook Nederland kent problemen als armoede en ongelijkheid, en daarbij komt die internationale ervaring goed van pas.[1] 
Is Nederland een ontwikkelingsland?[0] 
Wie kijkt naar het aantal organisaties dat bekend is van projecten en acties in verre streken als Congo en Afghanistan en nu ook actief is in Nederland, zou denken van wel.[1]
De armoede in Nederland neemt toe, zegt Cordaid.[1] 
Mensenrechten zoals het demonstratierecht staan onder druk, stelt Amnesty International.[1] 
Ook hier zijn kansarmen die met een microkrediet vooruit te helpen zijn, vindt Qredits.[1] 
Waarom zouden we niet ook in Nederland familiehuizen voor kinderen openen, vroeg SOS Kinderdorpen zich af.[1] 
Deze organisaties zijn projecten begonnen om met hun expertise in het buitenland maatschappelijke problemen in eigen land aan te pakken.[1] ",2018-06-01,vk,trusted,1
15651,https://niburu.co/11688,Gemeente Emmen gaat als een dolle stier te keer,"Nederland is opgedeeld in gemeentes en je kunt pech hebben met die waar jij woont of juist geluk.[1] 
Als je voorstander bent van natuurlijk genezen en de rol die de cannabisplant daarbij kan spelen, dan is Emmen zo ongeveer de slechtste gemeente van Nederland om te wonen.[1] 
De gemeente Emmen heeft onder aanvoering van de vorige (Pvda, Partij van de Vrijmetselarij) burgemeester de afgelopen jaren een ongekende heksenjacht ontketend op mensen die een aantal cannabisplanten thuis kweekten.[1] 
In het voorjaar van 2015 verschenen de volgende berichten over de man die ook nog eens heel toepasselijk Cees Bijl heette.[1] 
Onder aanvoering van burgervader Bijl wordt je in de Drentse gemeente zonder pardon drie maanden op straat gegooid of dakloos gemaakt als ondernemer wanneer je gepakt wordt met drugs.[1] 
Om specifiek te zijn; het gaat dan om meer dan 50 gram drugs of 20 wietplanten (of meer dan deze hoeveelheden natuurlijk).[1] 
Schandalige praktijken natuurlijk, zeker als je weet dat moordenaars, verkrachters en zware schietgrage criminelen gewoon in hun woning of bedrijfspand mogen blijven zitten, zelfs na een strafrechtelijke veroordeling.[3] 
Nee, oh wee als je 20 wietplantjes kweekt, dan schopt Emmen je zonder pardon op straat![1] 
Een bewoner die het niet eens was met zijn draconische straf stapte vorig jaar naar de rechter om zijn woningsluiting aan te vechten.[1] 
In eerste instantie haalde hij ook zijn gelijk, maar helaas gaat de Raad van State nu toch mee in de complete waanzin en heksenjacht op drugs van burgemeester Cees Bijl en de gemeente Emmen. [1]",22-3-2017,niburu,untrusted,1.2
2124,https://nu.nl/artikel/6120507,Toezichthouders AIVD en MIVD fel tegen aanpassing inlichtingenwet,"De toezichthouders van inlichtingendiensten AIVD en MIVD zijn fel tegen de aangekondigde aanpassing van de inlichtingenwet die hun rol beperkt.[1]
Het kabinet kondigde vrijdag aan de Wet op de inlichtingen- en veiligheidsdiensten (Wiv) aan te passen na een kritisch rapport van een evaluatiecommissie.[1]
Voorzitter Mariëtte Moussault van de Toetsingscommissie Inzet Bevoegdheden (TIB) en voorzitter Nico van Eijk van de Commissie van Toezicht op de Inlichtingen- en Veiligheidsdiensten (CTIVD) waarschuwen voor een ""uitholling"" van hun bevoegdheden.[1] 
CTIVD en TIB zijn bang met de wijzigingen hun controlerende functie te verliezen, ten koste van de privacy van burgers.[1] 
Moussault zegt zelfs haar functie neer te leggen als deze wijzigingen worden doorgevoerd.[1] 
""Op het moment dat ik geen normale toets kan doen op proportionaliteit word ik een stempelmachine.[1] 
Dat ga ik niet doen"", zegt ze in NRC.[1] 
CTIVD-voorzitter Van Eijk waarschuwt dat Nederland door de nieuwe maatregelen in de Europese achterhoede terechtkomt.[1] 
""Het is aan de wetgever om te bepalen of Nederland bij de top hoort of alleen aan de minimale Europese normen voldoet.""[1] 
De Wiv, die in 2017 van kracht werd, geeft inlichtingendiensten AIVD en MIVD meer gereedschap om informatie mee te verzamelen.[1] ",8-3-2021,nu,trusted,
17281,https://www.martinvrijland.nl/nieuws-analyses/wie-of-wat-zit-er-achter-te-iraanse-vliegtuigcrash/,Wie of wat zit er achter de Iraanse vliegtuigcrash met de Boeing 737-800 vlucht PS752?,"De vliegramp met de Boeing 737 vlucht PS752, waarbij 176 mensen om het leven kwamen was natuurlijk zeer opmerkelijk gezien het tijdstip, vlak na de raketaanval op Amerikaanse doelen.[1]
Die raketaanval gaf er overigens niet alleen blijk van dat het Amerikaanse luchtafweersysteem niet in staat is de Iraanse raketten te stoppen, maar liet tevens de precisie zien waarmee die raketten hun doelen kunnen raken.[0]
Zo ziet u op onderstaande foto welke doelen dat waren.[0] 
Iran vuurde vijf raketten af op het Amerikaanse consulaat in Erbil en leek bewust vlak naast dat gebouw te schieten, om het signaal af te geven “We gaan nu geen opzettelijke doden veroorzaken, maar als we willen schieten we de volgende keer raak”.[3] 
De voormalig Amerikaanse marine officier Scott Ridder, inspecteur voor de implementatie van het INF Verdrag, legt in dit artikel uit, dat de precisie van de bombardementen veelzeggend is over de capaciteiten van de Iraanse raketten.[0]
Het is nooit de bedoeling om te speculeren over vliegrampen, maar iedereen doet het.[3] 
We weten dat de Boeing 737-Max al een paar keer uit de lucht is komen vallen en dat er mogelijk wat design foutjes in de software van dat toestel zitten, maar de Boeing 737-800 is een relatief gerenommeerd vliegtuig dat al enkele jaren meedraait en nooit zomaar spontaan uit de lucht is komen vallen.[4] 
Hoewel het wel de voorloper is van de 737-MAX horrorkist, is zelfs een explosie in de lucht bij die Max nooit voorgekomen.[1]
Dat er dus meer aan de hand moet zijn, zeker omdat het moment van het ongeval nogal opmerkelijk is, kan iedereen op zijn klompen aanvoelen.[0]
Een vliegtuig dat spontaan brand vat, is bijna uitgesloten.[0]",9-1-2020,martinvrijland,untrusted,
13818,https://niburu.co/15911,Als ze hun zin krijgen worden wij avatars in hun computerspel,"Wanneer je ziet wat er technisch allemaal al mogelijk is met een koppeling tussen mens en internet dan schrik je.[0]
Ook schrik je als je beseft wat de Mrna vaccins eigenlijk met je doen en dat je een product wordt wat te patenteren is.[0]
Wanneer we kijken naar de huidige coronavaccins dan is het niet zo moeilijk te begrijpen wat ze daar allemaal mee kunnen doen.[0]
Voor het eerst in de geschiedenis wordt er nu op grote schaal in het echt gebruikgemaakt van zogenaamde Mrna vaccins.[1]
Stukjes genetische codes die bij mensen worden ingespoten en die jouw originele DNA software overschrijven.[5]
Een mens is een klein beetje zoals een computersysteem.[0]
Je hebt het lichaam, de computerkast of de hardware, en je hebt de programma’s of het operating system die het mogelijk maken dat de computer daadwerkelijk dingen doet, programma’s die het lichaam tot leven brengen, net zoals ze dat doen met je eerst zwarte computerscherm.[0]
Als jij gaat knoeien in de programma’s van je operating system, dan zal dat ongetwijfeld bepaalde gevolgen hebben.[0]
Misschien als je heel goed weet wat je doet en waar je stukjes code kunt veranderen dan kan je succesvol en gecontroleerd bepaalde veranderingen in je operating system bewerkstelligen.[0]
Maar dan nog.[0]",20-1-2021,niburu,untrusted,
22863,www.parool.nl/wereld/boskalis-gaat-tankers-golf-van-oman-bergen~ae418fab/,Boskalis gaat tankers Golf van Oman bergen,"De Nederlandse maritiem dienstverlener en baggeraar Boskalis heeft opdracht gekregen voor het bergen van de twee beschadigde olietankers en hun lading in de Golf van Oman, die vermoedelijk zijn aangevallen.[1]
Dat maakte Boskalis bekend, zonder financiële details over de opdracht naar buiten te brengen.[1]
De opdracht komt van de verzekeraars van beide schepen.[1] 
De bergingswerkzaamheden worden uitgevoerd door dochterbedrijf Smit Salvage, in samenwerking met de relevante lokale autoriteiten.[1]
Het gaat om de tankers Front Altair met een lading nafta en de Kokuka Couragous met een lading methanol.[1]
De bemanningen van beide schepen werden geëvacueerd na de incidenten.[1]
Volgens Boskalis verkeert de Front Altair nog in een zorgelijke toestand.[1]
De brand werd donderdagmiddag geblust.[1] 
De bergingsoperatie wordt ter plekke uitgevoerd door een ingevlogen bergingsteam met specialistisch materieel.[1]
De Kokuka Couragous verkeert in een stabiele toestand.[1]",2019-06-14,parool,trusted,
